appno,startdate,stopdate,address,ward,gpsx,gpsy
ALT1029251,2021-08-30 06:00:00,2021-09-02 06:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT766946,2021-08-30 06:00:00,2021-09-03 01:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT891330,2021-08-30 05:00:00,2021-09-04 22:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ALT995800,2021-08-29 22:00:00,2021-09-03 07:00:00,7 Allstate RD Dorchester 02125,07,774254.527260795,2945338.60726695
SF1244390,2021-08-29 08:00:00,2021-08-29 05:00:00,37 Monsignor Patrick J Lydon WAY Dorchester 02124,16,774812.444637314,2930440.12510908
ALT1136597,2021-08-29 08:00:00,2021-08-29 16:00:00,157 W Ninth ST South Boston 02127,07,776838.729599208,2947061.14598855
ERT1037077,2021-08-29 08:00:00,2021-08-29 06:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
SF1223704,2021-08-29 08:00:00,2021-08-29 05:00:00,734 to 736 E Seventh ST South Boston 02127,06,782892.871876836,2946543.33274007
SF1207147,2021-08-29 08:00:00,2021-08-29 16:00:00,274 to 284 Tremont ST Boston 02116,03,773761.984220341,2952839.65216993
ERT945270,2021-08-29 07:00:00,2021-08-29 16:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ALT902102,2021-08-29 07:00:00,2021-08-29 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ALT1029251,2021-08-29 07:00:00,2021-08-29 17:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
SF1214899,2021-08-28 18:00:00,2021-09-03 07:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
ALT955915,2021-08-28 18:00:00,2021-09-03 07:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
ERT925378,2021-08-28 18:00:00,2021-09-03 07:00:00,50 Sudbury ST Boston 02114,03,775122.909848592,2957324.56369139
ALT860485,2021-08-28 09:00:00,2021-08-28 16:00:00,78 Mount Vernon ST Boston 02108,05,772911.916443542,2955758.04922865
ALT881091,2021-08-28 08:00:00,2021-08-28 16:00:00,569 Boylston ST Boston 02116,05,770657.486265451,2953086.41556217
ERT1037077,2021-08-28 08:00:00,2021-08-28 08:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ALT1143695,2021-08-28 08:00:00,2021-08-28 16:00:00,20 W Cedar ST Boston 02108,05,772443.837563112,2955854.07934074
ERT827963,2021-08-28 08:00:00,2021-08-28 16:00:00,3 to 7 Washington ST Brighton 02135,21,753539.454771328,2950024.74251702
ERT775611,2021-08-28 08:00:00,2021-08-24 16:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ERT1067391,2021-08-28 08:00:00,2021-08-28 16:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
ALT1146441,2021-08-28 08:00:00,2021-08-28 16:00:00,847 to 847C E Fifth ST South Boston 02127,06,784220.434002444,2947044.30424838
ERT682958,2021-08-28 08:00:00,2021-08-28 16:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT891382,2021-08-28 08:00:00,2021-08-28 16:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
SF1140114,2021-08-28 08:00:00,2021-08-28 16:00:00,11 Taylor ST Roxbury 02118,03,772781.140251428,2950618.94851986
ALT1150198,2021-08-28 08:00:00,2021-08-28 16:00:00,761 to 765 Centre St Jamaica Plain 02130,19,760246.553842947,2938339.77919656
ERT888715,2021-08-28 08:00:00,2021-08-28 16:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ALT1165253,2021-08-28 08:00:00,2021-08-28 16:00:00,83 Mount Vernon ST Boston 02108,05,773105.378107726,2955930.3113728
ERT720998,2021-08-28 08:00:00,2021-08-28 16:00:00,212 to 222 Stuart ST Boston 02116,05,772851.702564451,2953022.72406189
ERT1114525,2021-08-28 08:00:00,2021-08-28 16:00:00,1700 Dorchester AV Dorchester 02122,16,774606.270794697,2931809.91378335
